name_image,steering
2024-06-13 14-36-51.png,-0.04420411361579656
2024-06-13 14-36-52.png,0.010815162141621223
2024-06-13 14-36-52.png,-0.001324434329637684
2024-06-13 14-36-53.png,0.012959289470117614
2024-06-13 14-36-53.png,0.017388687092025016
2024-06-13 14-36-53.png,0.006446127368747961
2024-06-13 14-36-54.png,0.013344973558504204
2024-06-13 14-36-54.png,-0.00119745113260577
2024-06-13 14-36-55.png,-0.0019192857859969183
2024-06-13 14-36-55.png,0.035254410059607125
2024-06-13 14-36-56.png,0.06722004448390455
2024-06-13 14-36-56.png,0.06468201942042784
2024-06-13 14-36-57.png,0.09445256461190045
2024-06-13 14-36-57.png,0.04011408148653971
2024-06-13 14-36-58.png,2.0788337006392002e-05
2024-06-13 14-36-58.png,-0.0018621137177990896
2024-06-13 14-36-58.png,-0.0019494843590013521
2024-06-13 14-36-59.png,-0.001957467230476506
2024-06-13 14-36-59.png,-0.001957922501704233
2024-06-13 14-37-00.png,-0.02056349405266577
2024-06-13 14-37-00.png,0.0008380896840825995
2024-06-13 14-37-00.png,0.001901004591810187
2024-06-13 14-37-01.png,-0.009207966876808228
2024-06-13 14-37-01.png,-0.0023177774740051555
2024-06-13 14-37-02.png,-0.009418379252195578
2024-06-13 14-37-02.png,-0.03209863272801289
2024-06-13 14-37-02.png,-0.007178031941194193
2024-06-13 14-37-03.png,-0.002218823955926601
2024-06-13 14-37-03.png,-0.04662591855406526
2024-06-13 14-37-04.png,-0.05256151597425869
2024-06-13 14-37-04.png,-0.07520631865258535
2024-06-13 14-37-04.png,-0.061431810782566515
2024-06-13 14-37-05.png,-0.057024552641707534
2024-06-13 14-37-05.png,-0.04935746278629041
2024-06-13 14-37-06.png,-0.10486443739291045
2024-06-13 14-37-06.png,-0.08526054915687917
2024-06-13 14-37-07.png,-0.1178561421224706
2024-06-13 14-37-07.png,-0.07473390006189351
2024-06-13 14-37-08.png,-0.10240700178893838
2024-06-13 14-37-08.png,-0.047900692344496204
2024-06-13 14-37-08.png,-0.0042498537110142506
2024-06-13 14-37-09.png,-0.03928491973420635
2024-06-13 14-37-09.png,-0.0038155485350053566
2024-06-13 14-37-09.png,-0.035542849608156214
2024-06-13 14-37-10.png,-0.007348975721825456
2024-06-13 14-37-10.png,-0.031997289598217515
2024-06-13 14-37-11.png,-0.08535452890521589
2024-06-13 14-37-11.png,-0.1441113611202915
2024-06-13 14-37-11.png,-0.12825374953807853
2024-06-13 14-37-12.png,-0.18410306170576365
2024-06-13 14-37-12.png,-0.22539526538664695
2024-06-13 14-37-13.png,-0.17003808617378918
2024-06-13 14-37-13.png,-0.11089888226879935
2024-06-13 14-37-14.png,-0.05205001009874955
2024-06-13 14-37-14.png,0.006702111862303231
2024-06-13 14-37-15.png,-0.0015290828750853416
2024-06-13 14-37-15.png,0.0055066683909724586
2024-06-13 14-37-15.png,0.039346844067732575
2024-06-13 14-37-16.png,0.055923695947062084
2024-06-13 14-37-16.png,0.05302553532324522
2024-06-13 14-37-17.png,0.07150417900957894
2024-06-13 14-37-17.png,0.07242235370273517
2024-06-13 14-37-17.png,0.01663607714701155
2024-06-13 14-37-18.png,-0.008472315182496012
2024-06-13 14-37-18.png,0.0014397765033244804
2024-06-13 14-37-19.png,0.0019313546224165653
2024-06-13 14-37-19.png,-0.020369489990105363
2024-06-13 14-37-20.png,0.0008479300201715434
2024-06-13 14-37-20.png,-0.005540663316318747
2024-06-13 14-37-20.png,0.0015856060865647634
2024-06-13 14-37-21.png,-0.04271425737183051
2024-06-13 14-37-21.png,-0.041198054397827165
2024-06-13 14-37-22.png,-0.003913430133214818
2024-06-13 14-37-22.png,-0.002056784911388366
2024-06-13 14-37-22.png,-0.001962444519709042
2024-06-13 14-37-23.png,-0.0019580962037156766
2024-06-13 14-37-23.png,-0.0019579098040947993
2024-06-13 14-37-24.png,-0.0019578895963661413
2024-06-13 14-37-24.png,-0.0019578788189194875
2024-06-13 14-37-25.png,-0.0019578679461936897
2024-06-13 14-37-25.png,-0.001957857589179
2024-06-13 14-37-25.png,-0.001957849172673286
2024-06-13 14-37-26.png,-0.001957843862439767
2024-06-13 14-37-26.png,-0.0019578423910263203
2024-06-13 14-37-27.png,-0.0019578449629931933
2024-06-13 14-37-27.png,-0.001957851225252709
2024-06-13 14-37-28.png,-0.001957860315755643
2024-06-13 14-37-28.png,-0.00195787098215156
2024-06-13 14-37-28.png,-0.001957881754407991
2024-06-13 14-37-29.png,-0.0019578911474434748
2024-06-13 14-37-29.png,-0.0019578978659768632
2024-06-13 14-37-30.png,-0.0019579009831854443
2024-06-13 14-37-30.png,-0.001957900068600804
2024-06-13 14-37-31.png,-0.0019578952475861012
2024-06-13 14-37-31.png,-0.001957887184141172
2024-06-13 14-37-31.png,-0.001957876989414003
2024-06-13 14-37-32.png,-0.0019578660685220855
2024-06-13 14-37-32.png,-0.0019578559268314676
2024-06-13 14-37-32.png,-0.001957847962371942
2024-06-13 14-37-33.png,-0.0019578432730435608
2024-06-13 14-37-33.png,-0.0019578425052296494
2024-06-13 14-37-34.png,-0.05777932041696038
2024-06-13 14-37-34.png,-0.030782420419016306
2024-06-13 14-37-34.png,0.004046485970422806
2024-06-13 14-37-35.png,-0.0016606077340582124
2024-06-13 14-37-35.png,-0.0019423971407304627
2024-06-13 14-37-36.png,-0.0019571681999470264
2024-06-13 14-37-36.png,-0.001957872143952739
2024-06-13 14-37-36.png,-0.001957898734803947
2024-06-13 14-37-37.png,0.009205331784202114
2024-06-13 14-37-37.png,-0.0014033874950932085
2024-06-13 14-37-37.png,0.02783861330130158
2024-06-13 14-37-38.png,-0.0004758376331413769
2024-06-13 14-37-38.png,-0.0018825481260819911
2024-06-13 14-37-39.png,-0.001954373081373826
2024-06-13 14-37-39.png,-0.001957701615811034
2024-06-13 14-37-39.png,-0.001957833062836474
2024-06-13 14-37-40.png,-0.0019578423081124236
2024-06-13 14-37-40.png,-0.0019578468882038794
2024-06-13 14-37-41.png,-0.0019578541762138553
2024-06-13 14-37-41.png,-0.00195786387421152
2024-06-13 14-37-42.png,-0.0019578746458724966
2024-06-13 14-37-42.png,-0.001957885004375548
2024-06-13 14-37-43.png,-0.0019578935230345077
2024-06-13 14-37-43.png,-0.0019578990304259213
2024-06-13 14-37-44.png,-0.0019579007711304384
2024-06-13 14-37-44.png,-0.02056356075268006
2024-06-13 14-37-44.png,-0.025209644815720533
2024-06-13 14-37-45.png,-0.010556152897604443
2024-06-13 14-37-45.png,0.03110108247921951
2024-06-13 14-37-46.png,0.01828986708468887
2024-06-13 14-37-46.png,-0.0009496825355105726
2024-06-13 14-37-46.png,-0.001906965122550443
2024-06-13 14-37-47.png,-0.0019555082476953554
2024-06-13 14-37-47.png,-0.001957741950088975
2024-06-13 14-37-48.png,-0.0019578410408550495
2024-06-13 14-37-48.png,-0.001957855343519635
2024-06-13 14-37-48.png,-0.0019578656860841795
2024-06-13 14-37-49.png,-0.0019578763974336896
2024-06-13 14-37-49.png,-0.0019578864522821595
2024-06-13 14-37-49.png,-0.0019578944656820302
2024-06-13 14-37-50.png,-0.001957899335717095
2024-06-13 14-37-50.png,-0.02800569637232711
2024-06-13 14-37-50.png,-0.03674511081772783
2024-06-13 14-37-51.png,-0.0781416471265391
2024-06-13 14-37-51.png,-0.10257315457239008
2024-06-13 14-37-52.png,-0.12618482057362432
2024-06-13 14-37-52.png,-0.1839802701711334
2024-06-13 14-37-52.png,-0.19450562278606892
2024-06-13 14-37-53.png,-0.19129378730050933
2024-06-13 14-37-53.png,-0.13441132912635306
2024-06-13 14-37-53.png,-0.07556699165836092
2024-06-13 14-37-54.png,-0.016794192889469917
2024-06-13 14-37-54.png,-0.0026973070835800772
2024-06-13 14-37-54.png,-0.001994568981214607
2024-06-13 14-37-55.png,-0.0019595505177906476
2024-06-13 14-37-55.png,-0.001957942891352916
2024-06-13 14-37-56.png,-0.0019578620119298906
2024-06-13 14-37-56.png,-0.0019578527998374033
2024-06-13 14-37-56.png,-0.04289117317302061
2024-06-13 14-37-57.png,-0.015156676854762637
2024-06-13 14-37-57.png,-0.06588854683820941
2024-06-13 14-37-57.png,-0.12434800674245736
2024-06-13 14-37-58.png,-0.0713360136509521
2024-06-13 14-37-58.png,-0.061243532687120454
2024-06-13 14-37-59.png,-0.07936452272449276
2024-06-13 14-37-59.png,-0.02442287741930063
2024-06-13 14-37-59.png,-0.02540501175237407
2024-06-13 14-38-00.png,-0.0031238785062316816
2024-06-13 14-38-00.png,-0.002016887352200231
2024-06-13 14-38-00.png,-0.001960616059022132
2024-06-13 14-38-01.png,-0.001957996916812814
2024-06-13 14-38-01.png,-0.0019578770465071864
2024-06-13 14-38-02.png,-0.0019578591288079627
2024-06-13 14-38-02.png,-0.001957849899079678
2024-06-13 14-38-02.png,-0.03172699200170365
2024-06-13 14-38-03.png,-0.06299138919344605
2024-06-13 14-38-03.png,-0.008723450274527103
2024-06-13 14-38-03.png,-0.00229690095572618
2024-06-13 14-38-04.png,-0.0019743541827259145
2024-06-13 14-38-04.png,-0.0019586076719531045
2024-06-13 14-38-05.png,-0.02056358072704234
2024-06-13 14-38-05.png,-0.06243385112830081
2024-06-13 14-38-05.png,-0.008695196348104735
2024-06-13 14-38-06.png,-0.002295645394447073
2024-06-13 14-38-06.png,-0.001974336476791098
2024-06-13 14-38-07.png,-0.0019586273384279516
2024-06-13 14-38-07.png,-0.0019579252271181456
2024-06-13 14-38-07.png,-0.001957880400348707
2024-06-13 14-38-08.png,-0.001957868348980661
2024-06-13 14-38-08.png,0.03153164879815649
2024-06-13 14-38-08.png,0.003428805622712836
2024-06-13 14-38-09.png,0.002032709936615411
2024-06-13 14-38-09.png,-0.00175969835980094
2024-06-13 14-38-10.png,0.038983867670631354
2024-06-13 14-38-10.png,8.096369645402465e-05
2024-06-13 14-38-10.png,-0.001854290446761456
2024-06-13 14-38-11.png,0.020373067446854062
2024-06-13 14-38-11.png,0.0103145790163669
2024-06-13 14-38-11.png,-0.0013469662084151118
2024-06-13 14-38-12.png,0.027841212059505106
2024-06-13 14-38-12.png,-0.0004757538049508579
2024-06-13 14-38-12.png,-0.0018825752076676765
2024-06-13 14-38-13.png,-0.001954412169163734
2024-06-13 14-38-13.png,-0.0019577408541967475
2024-06-13 14-38-14.png,-0.0019578665289205354
2024-06-13 14-38-14.png,-0.001957865411269184
2024-06-13 14-38-15.png,-0.0019578564724484267
2024-06-13 14-38-15.png,-0.0019578489457790756
2024-06-13 14-38-15.png,-0.0019578445708657403
2024-06-13 14-38-16.png,-0.001957843943697509
2024-06-13 14-38-16.png,-0.001957847139117549
2024-06-13 14-38-17.png,-0.001957853707547098
2024-06-13 14-38-17.png,-0.0019578627367641873
2024-06-13 14-38-18.png,-0.0019578729782189176
2024-06-13 14-38-18.png,-0.0019578830199818535
2024-06-13 14-38-18.png,-0.0019578914813998616
2024-06-13 14-38-19.png,-0.0019578972030132986
2024-06-13 14-38-19.png,-0.001957899405480754
2024-06-13 14-38-20.png,-0.001957897795754922
2024-06-13 14-38-20.png,-0.001957892606043817
2024-06-13 14-38-20.png,-0.0019578845603544495
